,Democrats_12(Votes),Republicans_12(Votes),Democrats_16(Votes),Republicans_16(Votes),Fips
25,1727.0,2069.0,1074.0,2523.0,17169
26,2909.0,7424.0,1967.0,8665.0,18047
27,11491.0,16655.0,9109.0,19197.0,26015
28,11389.0,6586.0,8460.0,8160.0,27017
29,1753.0,2359.0,1100.0,2925.0,27029
30,6750.0,6845.0,4580.0,8191.0,27115
31,2494.0,2517.0,1814.0,2768.0,27165
32,939.0,2895.0,637.0,3184.0,29057
33,3111.0,5049.0,2556.0,5088.0,28023
34,2675.0,2947.0,1775.0,2334.0,28097
35,9079.0,7629.0,7300.0,7371.0,28107
36,4933.0,7332.0,3804.0,7385.0,28137
37,6603.0,4941.0,5221.0,4568.0,28163
38,1720.0,3980.0,1211.0,4268.0,30089
39,3378.0,9278.0,2809.0,10711.0,37039
40,1165.0,3634.0,832.0,4372.0,21087
41,1346.0,3089.0,887.0,3570.0,21139
42,7611.0,10673.0,6434.0,13430.0,21179
43,5646.0,17590.0,4277.0,19740.0,21195
44,2683.0,10232.0,2067.0,11312.0,21235
45,1422.0,7082.0,1181.0,7406.0,22043
46,6802.0,11400.0,6259.0,11538.0,22119
47,142962.0,93752.0,127619.0,104775.0,25005
48,1591.0,2512.0,1551.0,2463.0,48371
49,761.0,3279.0,619.0,3919.0,48379
50,7856.0,12005.0,7825.0,13004.0,48409
51,3600.0,1416.0,3416.0,1541.0,48489
52,409.0,1698.0,426.0,1797.0,48501
53,2490.0,4331.0,2150.0,4704.0,51007
54,7982.0,13611.0,8076.0,15499.0,46083
55,319.0,1205.0,188.0,1333.0,46105
56,3760.0,6915.0,2915.0,7964.0,47055
57,4569.0,2960.0,3704.0,3010.0,47075
58,2517.0,7421.0,1796.0,8118.0,47077
59,1739.0,2383.0,1129.0,3229.0,47087
60,4609.0,12967.0,3507.0,14673.0,47107
61,25165.0,31844.0,24204.0,34619.0,51177
62,4295.0,3731.0,3723.0,4331.0,51193
63,15960.0,11914.0,11378.0,13269.0,53027
64,3570.0,3364.0,2531.0,4049.0,55011
65,4536.0,3314.0,3288.0,3977.0,55065
66,4447.0,4699.0,3283.0,5404.0,55129
67,875.0,1386.0,539.0,1820.0,47175
68,3043.0,14508.0,3633.0,15663.0,48259
69,1495.0,2733.0,1156.0,2968.0,48315
70,2636.0,5481.0,2042.0,6340.0,48331
71,538.0,1756.0,353.0,1780.0,48335
72,324.0,1479.0,231.0,1437.0,20141
73,189.0,1072.0,145.0,970.0,20129
74,7843.0,3007.0,6886.0,3081.0,37091
75,8095.0,8254.0,7564.0,9706.0,37099
76,13948.0,13980.0,11752.0,13354.0,37107
77,4706.0,6404.0,4108.0,7070.0,37123
78,4013.0,6236.0,3715.0,6738.0,37149
79,900.0,225.0,758.0,256.0,38085
80,1045.0,2738.0,690.0,3068.0,31023
81,274.0,1178.0,158.0,1216.0,31087
82,65600.0,46522.0,54472.0,47882.0,34001
83,190555.0,107310.0,164887.0,108981.0,34023
84,1383.0,2202.0,1016.0,2208.0,35037
85,1737.0,3810.0,1386.0,4521.0,32013
86,9894.0,5740.0,6517.0,7636.0,36033
87,122254.0,78831.0,102915.0,78277.0,36067
88,4619.0,7489.0,2870.0,8541.0,39065
89,10744.0,14651.0,6849.0,18240.0,39087
90,6211.0,13535.0,4323.0,15376.0,39135
91,2127.0,4381.0,1374.0,4753.0,40001
92,1034.0,2436.0,735.0,2920.0,40085
93,9198.0,16481.0,8785.0,16644.0,40119
94,3939.0,12908.0,3084.0,14166.0,40137
95,171792.0,110853.0,169169.0,106559.0,42045
96,896.0,1383.0,626.0,1680.0,42053
97,17513.0,21047.0,13933.0,25323.0,42073
98,82920.0,37390.0,64733.0,26378.0,6053
99,216.0,600.0,171.0,628.0,8057
100,48715.0,23368.0,34460.0,13178.0,6113
101,4914.0,5741.0,4310.0,5771.0,1099
102,4061.0,1251.0,3530.0,1139.0,1011
103,5286.0,13108.0,4408.0,13798.0,1045
104,9486.0,4235.0,10684.0,3650.0,4023
105,6031.0,11775.0,4645.0,14517.0,37111
106,53901.0,21539.0,59105.0,18373.0,37135
107,398.0,851.0,200.0,978.0,38075
108,2124.0,2813.0,1166.0,2991.0,38099
109,958.0,3278.0,572.0,3533.0,31027
110,5673.0,8995.0,4451.0,9736.0,31053
111,914.0,1890.0,544.0,2284.0,31093
112,552.0,927.0,338.0,1143.0,31163
113,44756.0,34524.0,40198.0,37674.0,33013
114,4961.0,2998.0,3721.0,3179.0,35006
115,4080.0,12548.0,3877.0,12306.0,35025
116,6829.0,12451.0,6033.0,11756.0,35035
117,23087.0,23820.0,20233.0,24343.0,36069
118,23515.0,19980.0,15614.0,25870.0,36075
119,14156.0,16758.0,8652.0,20729.0,39013
120,7044.0,11045.0,4488.0,12314.0,39021
121,1494.0,3572.0,1064.0,4202.0,40023
122,2639.0,3869.0,2202.0,4418.0,51113
123,1574.0,2160.0,1347.0,2213.0,51159
124,13183.0,20204.0,12989.0,18823.0,51199
125,919.0,1564.0,693.0,1432.0,51530
126,2544.0,5941.0,2367.0,5681.0,51570
127,8654.0,6565.0,10100.0,6232.0,51660
128,32501.0,12858.0,28462.0,12773.0,51740
129,12057.0,7405.0,9351.0,8752.0,50011
130,2531.0,1471.0,2094.0,1487.0,50013
131,645.0,1568.0,523.0,1491.0,53013
132,4573.0,5816.0,3260.0,6436.0,55067
133,9000.0,11022.0,6056.0,12742.0,55115
134,840.0,1595.0,537.0,1889.0,54021
135,2299.0,5523.0,1576.0,6646.0,54027
136,880.0,2176.0,750.0,2557.0,54093
137,11230.0,22183.0,8327.0,25168.0,54107
138,200.0,1022.0,115.0,1116.0,56027
139,,,,,2110
140,,,,,2170
141,2440.0,7635.0,1799.0,8642.0,40089
142,1396.0,3744.0,1095.0,4202.0,40095
143,1256.0,2335.0,943.0,2791.0,40107
144,1133.0,5945.0,871.0,6329.0,40153
145,371.0,639.0,221.0,632.0,41021
146,20378.0,28944.0,17456.0,32683.0,41043
147,1202.0,2532.0,1004.0,2698.0,41049
148,3973.0,7636.0,3221.0,8378.0,41061
149,13883.0,20901.0,10215.0,23912.0,42039
150,24232.0,25925.0,17631.0,30034.0,42085
151,12216.0,11800.0,9092.0,14998.0,23025
152,18115.0,13606.0,16042.0,14646.0,26103
153,2268.0,3044.0,1492.0,3609.0,27063
154,3593.0,4328.0,2327.0,5230.0,27065
155,4054.0,6657.0,2733.0,7062.0,27091
156,5829.0,6951.0,3709.0,8340.0,27095
157,3688.0,5931.0,2572.0,7058.0,29049
158,1194.0,3056.0,824.0,3540.0,29063
159,3636.0,6850.0,2360.0,8026.0,29069
160,46219.0,76900.0,42400.0,77387.0,29077
161,1906.0,4006.0,1265.0,4879.0,29117
162,4031.0,7923.0,2993.0,9418.0,29127
163,5479.0,15746.0,4367.0,18240.0,29213
164,23119.0,39470.0,20679.0,39710.0,28047
165,2882.0,1667.0,2061.0,1833.0,30003
166,17062.0,25793.0,14896.0,28394.0,37045
167,40345.0,53230.0,34436.0,58941.0,42125
168,5827.0,6220.0,4879.0,6748.0,46011
169,905.0,1655.0,623.0,1794.0,46087
170,5234.0,14522.0,4075.0,15839.0,47063
171,5088.0,14382.0,3502.0,16611.0,47073
172,4338.0,17274.0,4665.0,17658.0,48265
173,4754.0,4058.0,4713.0,4364.0,48273
174,25694.0,47903.0,27046.0,48245.0,48309
175,33.0,468.0,20.0,524.0,48393
176,21456.0,57331.0,22128.0,58631.0,48423
177,992.0,6225.0,873.0,6587.0,48503
178,431.0,4478.0,431.0,3860.0,49027
179,2453.0,5340.0,2023.0,5714.0,51011
180,283.0,1279.0,256.0,1474.0,21189
181,918.0,2256.0,773.0,2358.0,20197
182,7282.0,18157.0,6489.0,18781.0,20015
183,2658.0,6260.0,2039.0,6844.0,20191
184,22654.0,21251.0,18100.0,24217.0,18035
185,13179.0,7620.0,12658.0,7569.0,22095
186,3063.0,4645.0,1889.0,5697.0,18075
187,2530.0,3940.0,1828.0,4944.0,21103
188,1445.0,6346.0,1093.0,6863.0,21207
189,1425.0,2676.0,976.0,3491.0,21169
190,9422.0,15653.0,8266.0,16872.0,22099
191,853.0,3628.0,715.0,3970.0,22123
192,1919.0,4541.0,1643.0,4605.0,22127
193,210302.0,150480.0,220027.0,135405.0,25009
194,11014.0,15951.0,8783.0,15910.0,24047
195,19533.0,49168.0,16485.0,54656.0,4015
196,1897.0,4706.0,1678.0,5092.0,13267
197,2213.0,1835.0,1753.0,1885.0,8021
198,1886.0,507.0,1937.0,613.0,48047
199,1777.0,4216.0,1567.0,4580.0,48177
200,192.0,1298.0,181.0,1460.0,48211
201,529.0,2011.0,848.0,1911.0,48369
202,1193.0,2469.0,907.0,2620.0,48405
203,10260.0,1547.0,9246.0,2218.0,48427
204,2971.0,12015.0,2378.0,13198.0,48459
205,6252.0,12140.0,6085.0,12878.0,48471
206,3290.0,5569.0,2923.0,5943.0,51079
207,960.0,3029.0,733.0,3011.0,16059
208,17879.0,22843.0,19091.0,21284.0,51095
209,4437.0,4733.0,3595.0,5035.0,51175
210,5728.0,5272.0,5329.0,5129.0,51790
211,17088.0,10835.0,13629.0,12471.0,50021
212,28145.0,49461.0,25173.0,45594.0,53005
213,44867.0,34977.0,35770.0,36025.0,55059
214,36693.0,25751.0,32402.0,26384.0,55063
215,3469.0,8222.0,2082.0,9866.0,54045
216,7458.0,7866.0,6888.0,7601.0,56001
217,6213.0,4858.0,7313.0,3920.0,56039
218,794.0,785.0,650.0,775.0,13007
219,2596.0,7557.0,2039.0,8147.0,13305
220,1389.0,1564.0,817.0,1583.0,17153
221,31883.0,39947.0,35918.0,37081.0,17113
222,12878.0,16892.0,9876.0,18582.0,17183
223,1978.0,1541.0,1151.0,2153.0,17071
224,12332.0,11583.0,8835.0,13962.0,17073
225,1262.0,1683.0,755.0,2108.0,19173
226,7507.0,9828.0,5469.0,10940.0,19125
227,8328.0,6632.0,6118.0,8482.0,17057
228,4771.0,7762.0,3272.0,9393.0,21177
229,144229.0,128969.0,146230.0,129726.0,17197
230,2125.0,3627.0,1297.0,4398.0,18125
231,1669.0,3495.0,1420.0,4013.0,21229
232,4533.0,7430.0,3515.0,8393.0,18129
233,3973.0,8644.0,3018.0,9819.0,18169
234,1432.0,2705.0,988.0,3381.0,21149
235,3501.0,8630.0,2557.0,8466.0,20125
236,163.0,693.0,114.0,690.0,20075
237,718.0,1836.0,567.0,1872.0,20145
238,8670.0,12365.0,7738.0,13072.0,6009
239,2046.0,3701.0,1425.0,4508.0,5121
240,34457.0,18825.0,19596.0,10883.0,6023
241,39975.0,52119.0,39329.0,62607.0,10005
242,2859.0,4867.0,2408.0,5338.0,5003
243,78760.0,94893.0,68429.0,91087.0,1097
244,286467.0,250186.0,306422.0,265928.0,12057
245,65869.0,56202.0,66812.0,70248.0,12111
246,1219.0,2444.0,1104.0,2436.0,13235
247,448.0,1286.0,401.0,1472.0,13249
248,6377.0,11343.0,5914.0,12287.0,13039
249,198244.0,163390.0,197126.0,157138.0,25027
250,976.0,1542.0,753.0,1804.0,21237
251,13223.0,8248.0,12440.0,9148.0,23013
252,20529.0,23952.0,16669.0,24680.0,24009
253,208016.0,191913.0,176238.0,224589.0,26099
254,8896.0,15937.0,8558.0,16620.0,22089
255,6913.0,10035.0,4740.0,11025.0,26023
256,4868.0,1679.0,4329.0,1737.0,1131
257,12367.0,29270.0,10547.0,30567.0,1069
258,5421.0,1586.0,4739.0,1581.0,1119
259,1425.0,2199.0,1252.0,2455.0,5079
260,971.0,5272.0,684.0,5738.0,1029
261,3242.0,4414.0,2688.0,4282.0,28005
262,7792.0,2712.0,6378.0,2426.0,28027
263,3031.0,6667.0,2283.0,7529.0,29175
264,4370.0,5116.0,2838.0,5967.0,27161
265,3878.0,5405.0,3267.0,5423.0,28031
266,928.0,978.0,540.0,1141.0,27125
267,6473.0,5737.0,4979.0,6915.0,26101
268,6184.0,8450.0,4436.0,10000.0,26165
269,4791.0,5437.0,3030.0,6827.0,26129
270,1588.0,3227.0,1005.0,4102.0,29123
271,16330.0,11996.0,12172.0,16214.0,23017
272,16148.0,25915.0,14901.0,29509.0,12055
273,13388.0,13518.0,11545.0,13124.0,28087
274,3475.0,883.0,2577.0,840.0,28143
275,9435.0,13977.0,8699.0,14478.0,37013
276,167.0,520.0,100.0,555.0,30079
277,13272.0,16574.0,11271.0,15149.0,28035
278,13598.0,12405.0,12827.0,13500.0,37077
279,10076.0,6819.0,9608.0,7676.0,37093
280,1838.0,5806.0,1585.0,6225.0,37121
281,16505.0,29495.0,16148.0,30273.0,37125
282,11566.0,14422.0,10486.0,14761.0,37163
283,8431.0,19904.0,7008.0,21788.0,37167
284,925.0,2490.0,601.0,2914.0,31121
285,455.0,1681.0,282.0,1788.0,31123
286,390.0,2021.0,286.0,2192.0,31161
287,150739.0,106408.0,141960.0,93874.0,35001
288,50872.0,15500.0,49956.0,14198.0,35049
289,339208.0,29967.0,318403.0,34424.0,36005
290,193501.0,133362.0,174063.0,128871.0,36055
291,37408.0,29113.0,30039.0,31933.0,36083
292,29890.0,41034.0,24150.0,43163.0,39045
293,4027.0,5895.0,2157.0,6869.0,39105
294,1370.0,2838.0,961.0,3387.0,40063
295,3104.0,6790.0,2591.0,8388.0,41013
296,1253.0,2804.0,1097.0,2825.0,41063
297,83011.0,84702.0,75169.0,93094.0,42011
298,7610.0,8241.0,5665.0,9878.0,26057
299,18796.0,23734.0,12734.0,30037.0,26087
300,7515.0,9176.0,5827.0,10305.0,26107
301,44436.0,30884.0,36640.0,35962.0,26121
302,1946.0,2810.0,1373.0,3091.0,27133
303,17597.0,27848.0,13299.0,31049.0,27141
304,2122.0,4992.0,1271.0,5895.0,29059
305,2582.0,4577.0,1806.0,5274.0,29163
306,6712.0,4291.0,5695.0,4136.0,28025
307,21575.0,43559.0,19892.0,42155.0,28033
308,2317.0,6717.0,1808.0,7182.0,28139
309,4607.0,5168.0,3778.0,4874.0,28159
310,3030.0,3276.0,2574.0,3366.0,28161
311,272.0,693.0,179.0,698.0,30107
312,11050.0,12941.0,8991.0,14177.0,37047
313,4823.0,9637.0,3423.0,11550.0,40097
314,3509.0,6466.0,2584.0,7627.0,40115
315,15091.0,26767.0,14077.0,31249.0,42001
316,11580.0,13504.0,8917.0,18714.0,42025
317,5297.0,9545.0,3802.0,11159.0,42083
318,233356.0,174381.0,251063.0,160803.0,42091
319,63722.0,103932.0,59506.0,116427.0,42129
320,29848.0,42687.0,29577.0,39986.0,45013
321,41461.0,66969.0,39888.0,76101.0,45083
322,548.0,626.0,412.0,666.0,46007
323,824.0,1499.0,571.0,1565.0,46015
324,760.0,1627.0,424.0,1497.0,46061
325,272.0,921.0,192.0,892.0,46089
326,1624.0,4684.0,902.0,3827.0,47023
327,3290.0,9803.0,2550.0,10375.0,47103
328,4372.0,11731.0,3184.0,13361.0,47123
329,1452.0,5117.0,934.0,6044.0,47151
330,49975.0,26099.0,59319.0,29432.0,48061
331,587044.0,586073.0,706471.0,544960.0,48201
332,2752.0,9132.0,2535.0,10075.0,48217
333,66.0,335.0,59.0,360.0,48263
334,332.0,1160.0,247.0,1078.0,48275
335,4181.0,12826.0,3579.0,14546.0,48277
336,1632.0,4507.0,1372.0,4996.0,48287
337,1062.0,5814.0,909.0,6391.0,48289
338,9.0,54.0,4.0,57.0,48301
339,160.0,507.0,135.0,555.0,48433
340,21889.0,96861.0,22575.0,46985.0,49011
341,5765.0,20011.0,5157.0,21038.0,5145
342,880.0,2153.0,812.0,2503.0,5117
343,2277.0,2699.0,1384.0,3297.0,16079
344,2271.0,6004.0,892.0,4306.0,16075
345,24399.0,42378.0,20667.0,41810.0,18039
346,33436.0,22481.0,34183.0,20527.0,18105
347,4712.0,9858.0,3949.0,9839.0,20121
348,3137.0,4957.0,2389.0,5780.0,17181
349,277.0,1728.0,232.0,1832.0,20171
350,974.0,2954.0,744.0,2856.0,20029
351,5405.0,4301.0,4730.0,4491.0,13033
352,4751.0,12672.0,3955.0,14281.0,12121
353,1074.0,1652.0,860.0,1808.0,13283
354,2820.0,8038.0,2261.0,8630.0,12133
355,15141.0,9432.0,10079.0,11249.0,19045
356,2926.0,6215.0,2745.0,6516.0,13237
357,2634.0,3662.0,1676.0,4188.0,19035
358,2238.0,2891.0,1396.0,3466.0,19025
359,1791.0,1947.0,1201.0,2296.0,19053
360,948.0,3160.0,743.0,3370.0,13149
361,3684.0,4253.0,3319.0,4467.0,8049
362,201251.0,174779.0,195649.0,147019.0,4019
363,96445.0,109943.0,105611.0,109265.0,12117
364,1173.0,1713.0,1028.0,1750.0,5073
365,196737.0,211615.0,203627.0,210061.0,12031
366,170929.0,147958.0,170489.0,118764.0,6111
367,1798.0,5052.0,1270.0,5822.0,12029
368,868.0,1788.0,797.0,2059.0,8027
369,95119.0,110504.0,97676.0,124098.0,12115
370,419.0,881.0,267.0,1015.0,8115
371,9632.0,14617.0,9086.0,17317.0,37141
372,313.0,1000.0,168.0,1032.0,38041
373,2322.0,7184.0,1722.0,10033.0,38105
374,340.0,820.0,210.0,911.0,31077
375,354.0,1395.0,219.0,1302.0,31083
376,126377.0,87401.0,108361.0,79539.0,34005
377,115926.0,64523.0,112608.0,71488.0,34031
378,26104.0,40625.0,24132.0,46486.0,34037
379,404.0,1385.0,303.0,1485.0,20185
380,1189.0,2647.0,816.0,3161.0,21007
381,1770.0,2275.0,1361.0,3082.0,21011
382,7942.0,9077.0,7143.0,8965.0,22069
383,9450.0,13885.0,8050.0,14353.0,22101
384,4842.0,4870.0,4178.0,4598.0,24029
385,2443.0,1896.0,2227.0,1915.0,5041
386,1340.0,1227.0,1117.0,1344.0,5147
387,1726.0,4631.0,1376.0,5034.0,5047
388,2649.0,1670.0,2350.0,1716.0,5017
389,12511.0,23911.0,9877.0,27735.0,1077
390,1556.0,5955.0,1210.0,6606.0,5113
391,1807.0,3488.0,1563.0,3515.0,51115
392,4760.0,7299.0,4212.0,7225.0,51775
393,3840.0,4790.0,3762.0,4798.0,51820
394,57089.0,42703.0,59402.0,40247.0,53073
395,7563.0,7455.0,5370.0,8400.0,55069
396,4931.0,8688.0,3334.0,11077.0,54099
397,,,,,2068
398,980.0,2771.0,769.0,2824.0,20151
399,477.0,2134.0,370.0,1993.0,20157
400,367.0,1166.0,227.0,1177.0,20165
401,1660.0,5841.0,1323.0,6637.0,21001
402,2224.0,7127.0,1720.0,7764.0,21013
403,7776.0,10884.0,6021.0,13591.0,21019
404,3383.0,5279.0,2276.0,7587.0,21043
405,16208.0,25092.0,14163.0,28907.0,21059
406,4547.0,10699.0,3308.0,12671.0,21083
407,2744.0,6404.0,1959.0,8219.0,21085
408,3905.0,18151.0,3440.0,20592.0,21125
409,3438.0,4035.0,3295.0,5174.0,21205
410,16349.0,33856.0,16471.0,36135.0,22005
411,12132.0,20892.0,10698.0,20903.0,22045
412,7956.0,10739.0,7102.0,10761.0,22061
413,5888.0,6591.0,5155.0,6502.0,22067
414,20045.0,37193.0,18318.0,36814.0,22079
415,126635.0,126832.0,116074.0,114509.0,24003
416,221478.0,28171.0,178562.0,22726.0,24510
417,1765.0,1976.0,1869.0,2073.0,48043
418,2790.0,11787.0,2939.0,13278.0,48071
419,256.0,649.0,190.0,679.0,48079
420,442.0,3012.0,387.0,3177.0,48083
421,2486.0,8161.0,2123.0,9536.0,48147
422,1428.0,6796.0,1170.0,7339.0,48285
423,248.0,1368.0,266.0,1453.0,48317
424,8303.0,2171.0,10397.0,2816.0,48323
425,171.0,665.0,153.0,681.0,48327
426,1858.0,3232.0,1425.0,3443.0,48343
427,7853.0,39243.0,8329.0,46433.0,48367
428,838.0,4124.0,733.0,4403.0,48415
429,10525.0,29812.0,8752.0,27609.0,48485
430,77694.0,90934.0,80993.0,84938.0,51041
431,2730.0,4660.0,1949.0,5930.0,51071
432,446.0,2700.0,310.0,2940.0,40093
433,3947.0,8945.0,3633.0,10420.0,40123
434,3301.0,4642.0,2892.0,5337.0,41031
435,770.0,2808.0,628.0,3001.0,41037
436,45564.0,31567.0,37582.0,38141.0,44003
437,159520.0,75785.0,141597.0,90321.0,44007
438,7231.0,13314.0,6089.0,15165.0,45021
439,15457.0,14434.0,13866.0,14973.0,45031
440,11335.0,4824.0,9949.0,4863.0,45089
441,3973.0,7025.0,3356.0,7411.0,46081
442,339.0,1029.0,215.0,1069.0,46107
443,1976.0,498.0,1505.0,487.0,46121
444,6225.0,17245.0,4211.0,18538.0,47059
445,1793.0,886.0,1531.0,792.0,51595
446,15948.0,19806.0,14787.0,17979.0,51680
447,2732.0,2520.0,2923.0,2637.0,51750
448,8371.0,3342.0,7241.0,3570.0,50015
449,13112.0,18402.0,10770.0,15070.0,53007
450,14764.0,12761.0,11872.0,13539.0,53045
451,5153.0,5747.0,3623.0,6616.0,55061
452,53008.0,49347.0,42506.0,46620.0,55101
453,11578.0,14002.0,8303.0,16013.0,55135
454,4627.0,7226.0,3247.0,8870.0,54029
455,9732.0,15876.0,7675.0,18687.0,54033
456,1455.0,3616.0,1089.0,4337.0,54063
457,3342.0,6160.0,2724.0,7583.0,54083
458,1119.0,2750.0,761.0,3260.0,37075
459,2759.0,3822.0,2291.0,4143.0,37143
460,2618.0,2976.0,2186.0,3557.0,37173
461,423.0,1782.0,304.0,1915.0,31065
462,230.0,734.0,165.0,792.0,31073
463,30.0,322.0,20.0,367.0,31075
464,80.0,393.0,39.0,458.0,31103
465,4450.0,10728.0,2878.0,11992.0,31111
466,9297.0,16276.0,8453.0,17406.0,32005
467,47065.0,29162.0,40010.0,32962.0,36111
468,7107.0,11916.0,4270.0,14257.0,39015
469,6826.0,18108.0,4395.0,19698.0,39037
470,22687.0,33867.0,15629.0,35805.0,39139
471,3164.0,5687.0,2418.0,6473.0,40015
472,,,,,2100
473,1157.0,2344.0,1023.0,2661.0,13043
474,218998.0,138364.0,203601.0,158373.0,9009
475,1706.0,3368.0,1419.0,3632.0,13079
476,3119.0,2430.0,2585.0,2426.0,8019
477,111819.0,170952.0,105807.0,176506.0,8041
478,2478.0,2918.0,1985.0,3060.0,8105
479,3811.0,2705.0,3168.0,3031.0,8003
480,110157.0,154163.0,124725.0,191141.0,12071
481,1269.0,3587.0,1094.0,3717.0,13023
482,1478.0,2245.0,1186.0,2343.0,13253
483,3419.0,5924.0,3005.0,6047.0,13131
484,4806.0,4164.0,3236.0,5309.0,19043
485,11323.0,8168.0,8284.0,9549.0,19139
486,1584.0,4190.0,1014.0,5009.0,17025
487,4507.0,3876.0,3061.0,4800.0,17131
488,2350.0,1744.0,1523.0,2443.0,19195
489,21207.0,18934.0,20348.0,19051.0,17037
490,6215.0,10888.0,5522.0,12614.0,17133
491,25819.0,48067.0,20471.0,47587.0,6089
492,16018.0,22852.0,13283.0,19221.0,6039
493,14612.0,6288.0,12826.0,5784.0,1047
494,61094.0,104397.0,67045.0,100178.0,8035
495,3498.0,5140.0,3122.0,5185.0,6043
496,3301.0,5632.0,3065.0,5788.0,6021
497,1187.0,2581.0,1035.0,2979.0,5105
498,3609.0,8076.0,3301.0,8025.0,4009
499,1337.0,1665.0,1165.0,1507.0,5039
500,1241.0,1095.0,823.0,1349.0,27069
501,3394.0,4149.0,2117.0,4890.0,27129
502,3083.0,2967.0,1978.0,3764.0,27023
503,1998.0,2569.0,1225.0,3208.0,27089
504,2671.0,3598.0,1946.0,3964.0,29155
505,297097.0,224742.0,280866.0,199081.0,29189
506,1725.0,2826.0,1127.0,3338.0,27117
507,2041.0,3344.0,1239.0,4084.0,29115
508,1920.0,5694.0,1329.0,6599.0,29119
509,937.0,1988.0,605.0,2304.0,29075
510,153905.0,125588.0,148365.0,109638.0,8005
511,1788.0,3536.0,1263.0,4064.0,5075
512,3819.0,5507.0,2433.0,6816.0,17145
513,2212.0,3291.0,1403.0,4074.0,18111
514,2362.0,4756.0,1579.0,5736.0,17159
515,40209.0,36774.0,37436.0,35299.0,17143
516,5572.0,12961.0,5068.0,13180.0,17203
517,3191.0,4902.0,2113.0,6138.0,18153
518,10165.0,10512.0,7531.0,10845.0,17177
519,1437.0,1872.0,930.0,2558.0,18155
520,4733.0,9784.0,4015.0,11993.0,21071
521,6027.0,8855.0,4146.0,11546.0,21089
522,1723.0,7095.0,1250.0,8043.0,21115
523,2987.0,6470.0,2080.0,7942.0,21183
524,186181.0,148423.0,190824.0,143758.0,21111
525,4976.0,20714.0,4208.0,22900.0,21199
526,1324.0,2377.0,839.0,2896.0,18171
527,1373.0,2412.0,1045.0,2789.0,21143
528,1869.0,3316.0,1398.0,3575.0,20001
529,911.0,2676.0,668.0,2652.0,20159
530,2733.0,2285.0,2696.0,2080.0,6051
531,3822.0,13440.0,2924.0,10907.0,16011
532,982.0,1870.0,699.0,1666.0,16077
533,9903.0,32276.0,8930.0,26699.0,16019
534,2469.0,3911.0,1649.0,4340.0,19165
535,4768.0,4098.0,3194.0,4968.0,19171
536,1269.0,2566.0,800.0,3205.0,17065
537,2601.0,4579.0,1907.0,5072.0,17039
538,2122.0,3094.0,1269.0,3692.0,19161
539,3861.0,12501.0,3071.0,13613.0,17049
540,49050.0,63775.0,45869.0,75882.0,8123
541,11305.0,12535.0,11205.0,13071.0,8045
542,3136.0,4065.0,2123.0,4892.0,19085
543,334.0,859.0,227.0,936.0,8033
544,1586.0,2807.0,1271.0,2759.0,13181
545,128465.0,96096.0,119671.0,93421.0,19153
546,2055.0,8647.0,2216.0,9613.0,13187
547,2768.0,1795.0,1674.0,2611.0,19089
548,4075.0,4670.0,2774.0,5231.0,19083
549,18762.0,25211.0,13968.0,26643.0,55027
550,953.0,1645.0,666.0,1897.0,55037
551,32363.0,36617.0,26476.0,39010.0,55073
552,9882.0,10619.0,6243.0,12995.0,55075
553,1876.0,1794.0,1345.0,2228.0,55091
554,2095.0,2664.0,1913.0,2906.0,16085
555,25728.0,84723.0,27716.0,90914.0,22103
556,966.0,2188.0,606.0,2524.0,29205
557,89594.0,70449.0,93615.0,59674.0,51087
558,19494.0,8598.0,17544.0,8604.0,50027
559,8398.0,13748.0,7839.0,11358.0,53021
560,74037.0,49287.0,65015.0,46219.0,53067
561,10890.0,11443.0,7881.0,13595.0,55005
562,6172.0,7412.0,4225.0,8645.0,55019
563,3153.0,9496.0,1873.0,11077.0,29207
564,3511.0,11111.0,2684.0,11817.0,28003
565,4378.0,3994.0,3649.0,4127.0,28017
566,4838.0,625.0,2523.0,414.0,28021
567,7749.0,6282.0,6203.0,5576.0,28029
568,1706.0,7393.0,1100.0,8385.0,28057
569,13814.0,18700.0,10910.0,17574.0,28075
570,2837.0,1116.0,2303.0,998.0,28119
571,8199.0,2929.0,6560.0,2768.0,28133
572,4148.0,6111.0,3493.0,5957.0,28153
573,5805.0,7135.0,4703.0,7453.0,30047
574,15620.0,16803.0,14331.0,16665.0,30049
575,4724.0,12314.0,4239.0,13613.0,40083
576,1143.0,3488.0,901.0,3707.0,40103
577,106982.0,149728.0,112661.0,141429.0,40109
578,9148.0,27553.0,7895.0,30893.0,40131
579,95493.0,88592.0,90187.0,79062.0,41005
580,5061.0,6587.0,3573.0,8375.0,42131
581,28542.0,38475.0,30492.0,44223.0,45015
582,6100.0,3676.0,5928.0,4257.0,45069
583,737.0,1905.0,462.0,2069.0,46123
584,3328.0,8604.0,2248.0,9860.0,47013
585,2905.0,3833.0,1967.0,4928.0,47085
586,1163.0,2734.0,856.0,3337.0,47121
587,2704.0,6830.0,2458.0,7730.0,48007
588,2029.0,6026.0,1977.0,6323.0,48089
589,226.0,1287.0,190.0,1225.0,48129
590,6800.0,23366.0,5716.0,25385.0,48361
591,2211.0,7950.0,1835.0,8445.0,48365
592,333.0,953.0,284.0,961.0,48461
593,3221.0,17207.0,3412.0,20655.0,48497
594,2527.0,997.0,2056.0,1028.0,48505
